,GeoFips,GeoName_x,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,GeoName_y,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,state,county,GISJOIN,YEAR_x,STUSAB_x,STATE_x,STATEA_x,COUNTY_x,COUNTYA_x,GEOID_x,NAME_E_x,AL5ME001,AL5ME002,AL5ME003,AMEME001,NAME_M_x,AL5MM001,AL5MM002,AL5MM003,AMEMM001,YEAR_y,STUSAB_y,STATE_y,STATEA_y,COUNTY_y,COUNTYA_y,GEOID_y,NAME_E_y,ALUBE001,ALW1E001,ALX5E001,ALZKE001,ALZKE002,ALZKE003,NAME_M_y,ALUBM001,ALW1M001,ALX5M001,ALZKM001,ALZKM002,ALZKM003,CountyName,StateName_x,StateFIPS,CountyFIPS,MetroName_Zillow,CBSAName,CountyRegionID_Zillow,MetroRegionID_Zillow,FIPS,CBSACode,RegionID,SizeRank,RegionName,RegionType,StateName_y,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,fips_code,name,lon,lat,inf_city
482,13197,"Marion, GA",-13.7,-1.5,1.8,-1.4,-2.5,-1.4,11.9,7.6,"Marion, GA",-8.3,-5.1,-9.3,5.7,3.2,-2.1,-1.0,13,197,G1301970,2015-2019,GA,Georgia,13,Marion County,197,05000US13197,"Marion County, Georgia",8432.0,8159.0,273.0,0.4344,"Marion County, Georgia",0.0,89.0,89.0,0.0331,2015-2019,GA,Georgia,13,Marion County,197,05000US13197,"Marion County, Georgia",8432,44643,22541,4200,3408,792,"Marion County, Georgia",0,6516,2385,46,188,184,Marion,Georgia,13,197,"Columbus, GA","Columbus, GA-AL",1162,394488.0,13197,17980.0,394488.0,161.0,"Columbus, GA",msa,GA,140000.0,132000.0,146000.0,133900.0,139000.0,142900.0,148500.0,153000.0,125000.0,150000.0,132500.0,135000.0,127500.0,142071.0,125000.0,146205.0,149900.0,161450.0,136200.0,143900.0,136500.0,128250.0,130000.0,110000.0,119950.0,116900.0,127000.0,125000.0,128450.0,129400.0,139200.0,132000.0,135000.0,138000.0,141500.0,130950.0,149500.0,139000.0,139900.0,144000.0,140750.0,155000.0,150000.0,125400.0,129900.0,145400.0,138000.0,111500.0,116958.0,137500.0,150000.0,130000.0,142000.0,145000.0,128700.0,129450.0,137000.0,126000.0,146000.0,130000.0,119900.0,125000.0,130700.0,133700.0,131900.0,128825.0,135000.0,118500.0,110000.0,120000.0,135000.0,142299.0,120000.0,117500.0,133500.0,130000.0,139900.0,143000.0,129450.0,118750.0,139900.0,120000.0,152580.0,111000.0,126500.0,120000.0,123118.0,142000.0,158000.0,148900.0,145000.0,145000.0,132700.0,133950.0,139700.0,125750.0,139900.0,150000.0,150000.0,150000.0,160000.0,156000.0,140443.0,133750.0,128000.0,144900.0,133350.0,120000.0,138400.0,134500.0,137000.0,144950.0,152500.0,159900.0,145000.0,138500.0,161000.0,143950.0,135000.0,126900.0,149900.0,136750.0,156000.0,160000.0,164900.0,165000.0,153000.0,158000.0,149000.0,166900.0,156500.0,132900.0,159900.0,155000.0,159900.0,176750.0,179500.0,172000.0,167422.0,161995.0,166000.0,170750.0,166500.0,161000.0,159500.0,175000.0,171900.0,176700.0,175000.0,180000.0,174250.0,185000.0,189000.0,184000.0,190000.0,180000.0,169900.0,180000.0,185000.0,190000.0,215000.0,207750.0,190000.0,199900.0,195100.0,180000.0,203000.0,195000.0,188900.0,210000.0,227500.0,205000.0,215000.0,200000.0,13197,Marion,-84.52462573,32.35300898,"Atlanta-Sandy Springs-Roswell, GA"
483,13199,"Meriwether, GA",-1.2,0.0,4.7,4.2,7.7,2.9,0.0,-1.5,"Meriwether, GA",3.8,6.0,8.7,16.2,0.7,0.3,-0.9,13,199,G1301990,2015-2019,GA,Georgia,13,Meriwether County,199,05000US13199,"Meriwether County, Georgia",21106.0,20907.0,199.0,0.4689,"Meriwether County, Georgia",0.0,121.0,121.0,0.0302,2015-2019,GA,Georgia,13,Meriwether County,199,05000US13199,"Meriwether County, Georgia",21106,37121,21038,9997,8051,1946,"Meriwether County, Georgia",0,2313,1864,82,353,335,Meriwether,Georgia,13,199,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA",2963,394347.0,13199,12060.0,394347.0,9.0,"Atlanta, GA",msa,GA,168650.0,171000.0,172000.0,177900.0,181500.0,178000.0,173000.0,160000.0,160000.0,149900.0,146900.0,149000.0,140000.0,146400.0,145500.0,150000.0,158900.0,165000.0,158000.0,148700.0,150000.0,148600.0,145000.0,135000.0,125000.0,135000.0,145000.0,150000.0,143097.0,142000.0,134000.0,131500.0,124950.0,122500.0,130000.0,129700.0,115000.0,114900.0,125000.0,120000.0,130000.0,135000.0,138000.0,130000.0,128750.0,126500.0,120000.0,120000.0,124000.0,135000.0,150000.0,155000.0,159900.0,160000.0,149900.0,143000.0,139900.0,141300.0,150000.0,137000.0,150000.0,165250.0,170000.0,185000.0,187500.0,190000.0,179000.0,168000.0,165000.0,160000.0,169900.0,159900.0,160115.0,173400.0,183000.0,191300.0,197250.0,193000.0,184000.0,175000.0,170000.0,171900.0,175000.0,168000.0,175000.0,184500.0,191000.0,205000.0,203500.0,201500.0,190000.0,185500.0,180000.0,184000.0,188000.0,178600.0,180000.0,190000.0,200000.0,205000.0,205000.0,205000.0,193000.0,185000.0,187000.0,190000.0,187500.0,185900.0,189000.0,200000.0,209000.0,212000.0,218000.0,217000.0,210000.0,205000.0,209500.0,207035.0,212500.0,209900.0,216000.0,224500.0,232000.0,238500.0,238700.0,234900.0,225000.0,227000.0,226900.0,222650.0,225000.0,219900.0,222500.0,237185.0,240000.0,250000.0,255000.0,251250.0,244500.0,242000.0,240000.0,242000.0,245000.0,237000.0,247000.0,257000.0,265000.0,254000.0,263000.0,275000.0,275500.0,275000.0,278750.0,276400.0,277000.0,275000.0,281000.0,300000.0,315000.0,324900.0,333900.0,335000.0,325000.0,330000.0,340000.0,343250.0,340000.0,335000.0,342200.0,355950.0,371000.0,387000.0,390000.0,385000.0,13199,Meriwether,-84.68849214,33.04118311,"Atlanta-Sandy Springs-Roswell, GA"
484,13201,"Miller, GA",5.4,-3.0,1.2,-3.5,5.7,20.0,-4.9,0.6,"Miller, GA",-1.0,6.2,6.3,-1.9,10.7,6.7,6.9,13,201,G1302010,2015-2019,GA,Georgia,13,Miller County,201,05000US13201,"Miller County, Georgia",5787.0,5759.0,28.0,0.4732,"Miller County, Georgia",0.0,26.0,26.0,0.0468,2015-2019,GA,Georgia,13,Miller County,201,05000US13201,"Miller County, Georgia",5787,44542,23870,2765,2333,432,"Miller County, Georgia",0,9052,2431,47,125,117,Miller,Georgia,13,201,,,1206,,13201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13201,Miller,-84.73106803,31.16479534,"Atlanta-Sandy Springs-Roswell, GA"
485,13205,"Mitchell, GA",-6.5,14.3,-2.3,0.1,-2.5,2.4,2.9,3.5,"Mitchell, GA",-0.3,8.5,-4.1,-2.4,-3.4,7.0,5.0,13,205,G1302050,2015-2019,GA,Georgia,13,Mitchell County,205,05000US13205,"Mitchell County, Georgia",22244.0,21618.0,626.0,0.4683,"Mitchell County, Georgia",0.0,107.0,107.0,0.0396,2015-2019,GA,Georgia,13,Mitchell County,205,05000US13205,"Mitchell County, Georgia",22244,38116,18619,9065,7982,1083,"Mitchell County, Georgia",0,3416,1458,105,214,188,Mitchell,Georgia,13,205,,,2435,,13205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13205,Mitchell,-84.19466894,31.22513235,"Atlanta-Sandy Springs-Roswell, GA"
486,13207,"Monroe, GA",7.2,4.2,5.7,6.7,7.5,8.9,-3.6,2.5,"Monroe, GA",-1.8,-6.9,-1.2,-4.5,5.7,-4.8,-23.0,13,207,G1302070,2015-2019,GA,Georgia,13,Monroe County,207,05000US13207,"Monroe County, Georgia",27171.0,26361.0,810.0,0.5327,"Monroe County, Georgia",0.0,235.0,235.0,0.0273,2015-2019,GA,Georgia,13,Monroe County,207,05000US13207,"Monroe County, Georgia",27171,54754,33290,11129,9760,1369,"Monroe County, Georgia",0,3038,2773,90,324,312,Monroe,Georgia,13,207,"Macon, GA","Macon, GA",1215,394813.0,13207,31420.0,394813.0,201.0,"Macon, GA",msa,GA,104500.0,132500.0,124425.0,127500.0,132000.0,119904.0,114750.0,111450.0,99400.0,88500.0,111500.0,131750.0,96950.0,100450.0,120000.0,125250.0,118000.0,127700.0,125000.0,130000.0,129000.0,110500.0,110000.0,87000.0,110000.0,118000.0,129500.0,115000.0,116000.0,117500.0,132000.0,129000.0,80450.0,100000.0,113400.0,127000.0,118950.0,128850.0,101000.0,121125.0,119500.0,98365.0,107750.0,90000.0,107616.0,105000.0,117500.0,87000.0,85000.0,133200.0,90800.0,110000.0,131250.0,115000.0,108000.0,129000.0,117750.0,95000.0,125000.0,118000.0,84850.0,108000.0,88000.0,125000.0,111000.0,116399.0,96750.0,111640.0,108500.0,85900.0,118500.0,107500.0,110500.0,124000.0,88950.0,111000.0,114450.0,115000.0,126000.0,107000.0,110225.0,126500.0,107900.0,114000.0,100750.0,118250.0,111500.0,104000.0,127300.0,122650.0,126750.0,113000.0,124900.0,98500.0,113200.0,114000.0,99250.0,127100.0,123000.0,125000.0,125000.0,124250.0,116000.0,112000.0,95000.0,114900.0,107000.0,114150.0,112000.0,107000.0,123000.0,125000.0,134000.0,125000.0,134150.0,131500.0,126485.0,130750.0,122500.0,110000.0,109000.0,130500.0,134000.0,133800.0,134900.0,135000.0,135000.0,135000.0,132625.0,129000.0,140000.0,114950.0,130000.0,132950.0,137450.0,145197.0,163950.0,144000.0,154950.0,132750.0,141000.0,135000.0,136500.0,135000.0,130000.0,149900.0,150000.0,139500.0,146245.0,168900.0,165388.0,155000.0,147950.0,154900.0,159750.0,150000.0,142500.0,142500.0,147000.0,175000.0,165500.0,173998.0,167250.0,160300.0,162250.0,170000.0,175000.0,154250.0,150500.0,150000.0,175000.0,185600.0,185000.0,200000.0,13207,Monroe,-83.91905929,33.0139317,"Atlanta-Sandy Springs-Roswell, GA"
487,13209,"Montgomery, GA",9.7,0.5,-3.4,-1.3,1.3,-4.0,-1.2,3.5,"Montgomery, GA",1.0,11.8,0.5,5.0,-0.8,5.0,-1.0,13,209,G1302090,2015-2019,GA,Georgia,13,Montgomery County,209,05000US13209,"Montgomery County, Georgia",9058.0,8598.0,460.0,0.4991,"Montgomery County, Georgia",0.0,120.0,120.0,0.0532,2015-2019,GA,Georgia,13,Montgomery County,209,05000US13209,"Montgomery County, Georgia",9058,41996,22477,3973,3097,876,"Montgomery County, Georgia",0,4332,2717,70,136,135,Montgomery,Georgia,13,209,"Vidalia, GA","Vidalia, GA",2969,395191.0,13209,47080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13209,Montgomery,-82.53452747,32.17325981,"Atlanta-Sandy Springs-Roswell, GA"
488,13211,"Morgan, GA",0.1,6.4,-2.5,-3.6,2.2,0.6,16.2,3.5,"Morgan, GA",8.9,8.1,1.0,6.9,7.8,14.3,-0.4,13,211,G1302110,2015-2019,GA,Georgia,13,Morgan County,211,05000US13211,"Morgan County, Georgia",18507.0,18141.0,366.0,0.4517,"Morgan County, Georgia",0.0,186.0,186.0,0.0273,2015-2019,GA,Georgia,13,Morgan County,211,05000US13211,"Morgan County, Georgia",18507,66178,33571,7753,6942,811,"Morgan County, Georgia",0,4337,2204,49,240,234,Morgan,Georgia,13,211,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA",1231,394347.0,13211,12060.0,394347.0,9.0,"Atlanta, GA",msa,GA,168650.0,171000.0,172000.0,177900.0,181500.0,178000.0,173000.0,160000.0,160000.0,149900.0,146900.0,149000.0,140000.0,146400.0,145500.0,150000.0,158900.0,165000.0,158000.0,148700.0,150000.0,148600.0,145000.0,135000.0,125000.0,135000.0,145000.0,150000.0,143097.0,142000.0,134000.0,131500.0,124950.0,122500.0,130000.0,129700.0,115000.0,114900.0,125000.0,120000.0,130000.0,135000.0,138000.0,130000.0,128750.0,126500.0,120000.0,120000.0,124000.0,135000.0,150000.0,155000.0,159900.0,160000.0,149900.0,143000.0,139900.0,141300.0,150000.0,137000.0,150000.0,165250.0,170000.0,185000.0,187500.0,190000.0,179000.0,168000.0,165000.0,160000.0,169900.0,159900.0,160115.0,173400.0,183000.0,191300.0,197250.0,193000.0,184000.0,175000.0,170000.0,171900.0,175000.0,168000.0,175000.0,184500.0,191000.0,205000.0,203500.0,201500.0,190000.0,185500.0,180000.0,184000.0,188000.0,178600.0,180000.0,190000.0,200000.0,205000.0,205000.0,205000.0,193000.0,185000.0,187000.0,190000.0,187500.0,185900.0,189000.0,200000.0,209000.0,212000.0,218000.0,217000.0,210000.0,205000.0,209500.0,207035.0,212500.0,209900.0,216000.0,224500.0,232000.0,238500.0,238700.0,234900.0,225000.0,227000.0,226900.0,222650.0,225000.0,219900.0,222500.0,237185.0,240000.0,250000.0,255000.0,251250.0,244500.0,242000.0,240000.0,242000.0,245000.0,237000.0,247000.0,257000.0,265000.0,254000.0,263000.0,275000.0,275500.0,275000.0,278750.0,276400.0,277000.0,275000.0,281000.0,300000.0,315000.0,324900.0,333900.0,335000.0,325000.0,330000.0,340000.0,343250.0,340000.0,335000.0,342200.0,355950.0,371000.0,387000.0,390000.0,385000.0,13211,Morgan,-83.49227858,33.5909479,"Atlanta-Sandy Springs-Roswell, GA"
489,13213,"Murray, GA",6.9,7.6,-0.9,0.6,-5.2,5.1,5.9,-12.4,"Murray, GA",0.2,13.9,13.1,-0.8,-4.3,3.6,1.7,13,213,G1302130,2015-2019,GA,Georgia,13,Murray County,213,05000US13213,"Murray County, Georgia",39724.0,36883.0,2841.0,0.4096,"Murray County, Georgia",0.0,274.0,274.0,0.0214,2015-2019,GA,Georgia,13,Murray County,213,05000US13213,"Murray County, Georgia",39724,48033,21989,16114,14385,1729,"Murray County, Georgia",0,3177,1109,68,320,315,Murray,Georgia,13,213,"Dalton, GA","Dalton, GA",1248,394515.0,13213,19140.0,394515.0,301.0,"Dalton, GA",msa,GA,112425.0,100683.0,110950.0,106650.0,120000.0,108500.0,103254.0,99700.0,99500.0,100322.0,98693.0,102950.0,92000.0,120000.0,90000.0,122900.0,99900.0,102000.0,122500.0,106432.0,114950.0,109000.0,109027.0,68419.0,97500.0,96000.0,99900.0,111000.0,100500.0,88000.0,118500.0,112500.0,95000.0,90000.0,89350.0,99575.0,74000.0,86286.0,72350.0,88500.0,90638.0,77893.0,82550.0,69900.0,79900.0,68001.0,68195.0,70875.0,72000.0,74000.0,92000.0,100500.0,107250.0,85750.0,76000.0,107000.0,87000.0,94000.0,107500.0,106000.0,99500.0,76000.0,89900.0,92500.0,84000.0,115000.0,81250.0,95000.0,102450.0,103750.0,90000.0,89000.0,68431.0,102897.0,103000.0,107000.0,105000.0,114900.0,100000.0,110000.0,106000.0,113250.0,103450.0,112000.0,100000.0,105500.0,114800.0,112500.0,111000.0,94950.0,113475.0,110000.0,109950.0,111000.0,112900.0,105000.0,105000.0,103667.0,115000.0,120000.0,110000.0,118500.0,111111.0,125000.0,120000.0,112500.0,125000.0,119000.0,116875.0,117500.0,115750.0,122550.0,128500.0,128450.0,125000.0,142500.0,135500.0,131000.0,120950.0,128950.0,120600.0,126000.0,125000.0,129000.0,130000.0,135950.0,135000.0,136900.0,119900.0,126900.0,137500.0,133500.0,126900.0,119900.0,129500.0,146500.0,159900.0,144900.0,145450.0,145000.0,149950.0,147250.0,157990.0,145000.0,145000.0,158950.0,158000.0,142000.0,152500.0,165000.0,163408.0,165000.0,169000.0,177500.0,165000.0,166000.0,176500.0,169900.0,166500.0,190950.0,175000.0,185000.0,193000.0,225000.0,200000.0,197000.0,209700.0,194500.0,185000.0,204900.0,216000.0,194500.0,194950.0,205000.0,13213,Murray,-84.74799528,34.78861644,"Atlanta-Sandy Springs-Roswell, GA"
490,13215,"Muscogee, GA",4.9,7.5,-1.6,-0.1,3.1,3.3,4.1,0.4,"Muscogee, GA",3.0,2.8,1.4,3.4,3.4,4.3,0.9,13,215,G1302150,2015-2019,GA,Georgia,13,Muscogee County,215,05000US13215,"Muscogee County, Georgia",195739.0,185284.0,10455.0,0.498,"Muscogee County, Georgia",0.0,868.0,868.0,0.0113,2015-2019,GA,Georgia,13,Muscogee County,215,05000US13215,"Muscogee County, Georgia",195739,46408,26097,84723,72759,11964,"Muscogee County, Georgia",0,1150,719,346,869,860,Muscogee,Georgia,13,215,"Columbus, GA","Columbus, GA-AL",2448,394488.0,13215,17980.0,394488.0,161.0,"Columbus, GA",msa,GA,140000.0,132000.0,146000.0,133900.0,139000.0,142900.0,148500.0,153000.0,125000.0,150000.0,132500.0,135000.0,127500.0,142071.0,125000.0,146205.0,149900.0,161450.0,136200.0,143900.0,136500.0,128250.0,130000.0,110000.0,119950.0,116900.0,127000.0,125000.0,128450.0,129400.0,139200.0,132000.0,135000.0,138000.0,141500.0,130950.0,149500.0,139000.0,139900.0,144000.0,140750.0,155000.0,150000.0,125400.0,129900.0,145400.0,138000.0,111500.0,116958.0,137500.0,150000.0,130000.0,142000.0,145000.0,128700.0,129450.0,137000.0,126000.0,146000.0,130000.0,119900.0,125000.0,130700.0,133700.0,131900.0,128825.0,135000.0,118500.0,110000.0,120000.0,135000.0,142299.0,120000.0,117500.0,133500.0,130000.0,139900.0,143000.0,129450.0,118750.0,139900.0,120000.0,152580.0,111000.0,126500.0,120000.0,123118.0,142000.0,158000.0,148900.0,145000.0,145000.0,132700.0,133950.0,139700.0,125750.0,139900.0,150000.0,150000.0,150000.0,160000.0,156000.0,140443.0,133750.0,128000.0,144900.0,133350.0,120000.0,138400.0,134500.0,137000.0,144950.0,152500.0,159900.0,145000.0,138500.0,161000.0,143950.0,135000.0,126900.0,149900.0,136750.0,156000.0,160000.0,164900.0,165000.0,153000.0,158000.0,149000.0,166900.0,156500.0,132900.0,159900.0,155000.0,159900.0,176750.0,179500.0,172000.0,167422.0,161995.0,166000.0,170750.0,166500.0,161000.0,159500.0,175000.0,171900.0,176700.0,175000.0,180000.0,174250.0,185000.0,189000.0,184000.0,190000.0,180000.0,169900.0,180000.0,185000.0,190000.0,215000.0,207750.0,190000.0,199900.0,195100.0,180000.0,203000.0,195000.0,188900.0,210000.0,227500.0,205000.0,215000.0,200000.0,13215,Muscogee,-84.87620281,32.51001825,"Atlanta-Sandy Springs-Roswell, GA"
491,13217,"Newton, GA",5.4,3.5,2.0,-3.4,-2.2,4.7,5.6,6.4,"Newton, GA",3.1,8.9,5.2,5.1,6.0,6.3,-0.3,13,217,G1302170,2015-2019,GA,Georgia,13,Newton County,217,05000US13217,"Newton County, Georgia",108079.0,101581.0,6498.0,0.4388,"Newton County, Georgia",0.0,858.0,858.0,0.0189,2015-2019,GA,Georgia,13,Newton County,217,05000US13217,"Newton County, Georgia",108079,56316,25247,39312,37018,2294,"Newton County, Georgia",0,2625,1248,112,475,452,Newton,Georgia,13,217,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA",1263,394347.0,13217,12060.0,394347.0,9.0,"Atlanta, GA",msa,GA,168650.0,171000.0,172000.0,177900.0,181500.0,178000.0,173000.0,160000.0,160000.0,149900.0,146900.0,149000.0,140000.0,146400.0,145500.0,150000.0,158900.0,165000.0,158000.0,148700.0,150000.0,148600.0,145000.0,135000.0,125000.0,135000.0,145000.0,150000.0,143097.0,142000.0,134000.0,131500.0,124950.0,122500.0,130000.0,129700.0,115000.0,114900.0,125000.0,120000.0,130000.0,135000.0,138000.0,130000.0,128750.0,126500.0,120000.0,120000.0,124000.0,135000.0,150000.0,155000.0,159900.0,160000.0,149900.0,143000.0,139900.0,141300.0,150000.0,137000.0,150000.0,165250.0,170000.0,185000.0,187500.0,190000.0,179000.0,168000.0,165000.0,160000.0,169900.0,159900.0,160115.0,173400.0,183000.0,191300.0,197250.0,193000.0,184000.0,175000.0,170000.0,171900.0,175000.0,168000.0,175000.0,184500.0,191000.0,205000.0,203500.0,201500.0,190000.0,185500.0,180000.0,184000.0,188000.0,178600.0,180000.0,190000.0,200000.0,205000.0,205000.0,205000.0,193000.0,185000.0,187000.0,190000.0,187500.0,185900.0,189000.0,200000.0,209000.0,212000.0,218000.0,217000.0,210000.0,205000.0,209500.0,207035.0,212500.0,209900.0,216000.0,224500.0,232000.0,238500.0,238700.0,234900.0,225000.0,227000.0,226900.0,222650.0,225000.0,219900.0,222500.0,237185.0,240000.0,250000.0,255000.0,251250.0,244500.0,242000.0,240000.0,242000.0,245000.0,237000.0,247000.0,257000.0,265000.0,254000.0,263000.0,275000.0,275500.0,275000.0,278750.0,276400.0,277000.0,275000.0,281000.0,300000.0,315000.0,324900.0,333900.0,335000.0,325000.0,330000.0,340000.0,343250.0,340000.0,335000.0,342200.0,355950.0,371000.0,387000.0,390000.0,385000.0,13217,Newton,-83.85005873,33.55492575,"Atlanta-Sandy Springs-Roswell, GA"
492,13219,"Oconee, GA",6.5,0.8,2.0,2.8,-1.7,-1.9,18.5,3.3,"Oconee, GA",12.8,10.1,5.6,6.2,9.6,18.0,-2.3,13,219,G1302190,2015-2019,GA,Georgia,13,Oconee County,219,05000US13219,"Oconee County, Georgia",38132.0,35625.0,2507.0,0.4623,"Oconee County, Georgia",0.0,344.0,344.0,0.0253,2015-2019,GA,Georgia,13,Oconee County,219,05000US13219,"Oconee County, Georgia",38132,90751,44336,14217,13423,794,"Oconee County, Georgia",0,5299,2846,33,274,269,Oconee,Georgia,13,219,"Athens, GA","Athens-Clarke County, GA",1275,394346.0,13219,12020.0,394346.0,213.0,"Athens, GA",msa,GA,168000.0,149950.0,157350.0,155000.0,164000.0,154268.0,161688.0,143810.0,159000.0,138500.0,137950.0,155500.0,136000.0,139500.0,153500.0,165501.0,152250.0,146500.0,144900.0,139000.0,147500.0,155000.0,136250.0,124250.0,130500.0,147850.0,156000.0,144000.0,160000.0,155000.0,148650.0,124500.0,142000.0,130000.0,137000.0,154000.0,145000.0,131000.0,142250.0,150000.0,137000.0,135000.0,125365.0,115000.0,134500.0,120000.0,120201.0,100000.0,106113.0,118000.0,142000.0,139450.0,152000.0,156625.0,158950.0,131000.0,141250.0,129000.0,135000.0,136000.0,132750.0,123000.0,139950.0,159026.0,162000.0,146500.0,129900.0,146000.0,144500.0,130000.0,148450.0,140500.0,126000.0,131125.0,145000.0,149150.0,158000.0,145000.0,159900.0,146610.0,157000.0,140000.0,136508.0,139000.0,142250.0,158000.0,160000.0,167750.0,160500.0,155000.0,167000.0,160000.0,150000.0,150000.0,165000.0,160000.0,159000.0,153750.0,178000.0,171500.0,178000.0,162950.0,167362.0,160500.0,164025.0,150000.0,150000.0,179000.0,143500.0,167500.0,183000.0,175000.0,179900.0,183250.0,170000.0,182975.0,179000.0,173950.0,198750.0,158900.0,186600.0,170000.0,189000.0,192000.0,201000.0,200000.0,190000.0,187000.0,189900.0,191250.0,180000.0,201000.0,170000.0,203500.0,203000.0,217500.0,209900.0,209750.0,214995.0,210000.0,210000.0,202150.0,212900.0,207900.0,213500.0,239900.0,241000.0,235000.0,224500.0,244900.0,235900.0,235000.0,239500.0,237000.0,230000.0,225000.0,264900.0,245000.0,267700.0,265000.0,285000.0,250000.0,269450.0,277950.0,265000.0,289900.0,270000.0,269000.0,290000.0,300000.0,300000.0,339500.0,319250.0,331000.0,13219,Oconee,-83.43706988,33.83506881,"Atlanta-Sandy Springs-Roswell, GA"
